"x [nm]","y [nm]"
3056.79113,2401.5022
5673.81089,3009.5457
3349.07286,2619.17073
3356.28914,2628.75705
1679.70156,4422.75778
1465.6145,5343.53945
1476.45219,5340.36283
4252.23505,2572.00546
2272.28675,3305.03189
4247.39998,2575.23158
2262.39344,3310.19608
3559.44177,799.90715
4248.40207,2570.88085
4248.90143,2568.99589
5695.05218,3019.24083
5716.94092,3008.97084
3187.41652,2434.18373
2826.14174,2173.09932
3178.109,2442.83427
1489.99551,5398.82968
3186.93373,2434.16323
2838.94013,2171.81228
1480.59092,5404
2835.89828,2175.93191
1480.13456,5400.9911
5192.9716,2694.40158
5196.61602,2683.36036
2320.43486,3558.74663
5197.77781,2686.77788
2308.31921,3582.70017
3951.72271,2457.13638
5056.01059,2598.75182
3928.76817,2454.56204
3934.15831,2467.25783
3939.45877,2466.55067
2366.74571,3120.75428
1680.09642,4452.54942
2629.49854,2641.54151
3129.50616,2930.55674
1135.56016,1723.73049
3134.26933,2928.43081
3136.46692,2937.32926
4749.10134,2575.93889
4744.27925,2584.72192
5809.6095,3097.56438
2554.3618,2808.51002
2548.87995,2801.16507
1604.57018,1996.52699
1580.37413,1982.42179
744.48587,1718.41228
689.22697,1675.93756
1840.49726,3997.31529
5421.3251,2800.93334
1822.94446,3991.45051
1824.36606,3997.94667
3544.78939,746.04213
3564.40692,743.64045
2544.44853,2823.26028
2558.73607,2782.69355
2562.86691,2785.77172
2555.04706,2769.56645
4670.24406,2567.6604
2556.53342,2783.27981
1951.66264,3761.68105
2555.64949,2789.87496
2783.97795,3066.46072
2819.92944,3102.26191
2730.8007,3201.50021
4680.81344,2563.41716
4674.31668,2559.6518
3793.73829,2489.27988
4676.94108,2566.41186
3801.97778,2487.91951
4680.52334,2567.18086
3798.83253,2482.69076
4677.29251,2564.06972
2412.60381,2314.98453
4670.82338,2567.05597
2449.59896,2325.23664
2430.46574,2326.57493
2430.94757,2338.31274
2450.86977,2932.53408
2456.28423,2940.51375
2448.57872,2944.31875
880.6562,1757.18825
2459.60383,2950.46467
3270.05157,2438.84817
3273.13005,2443.19699
903.1599,1745.34116
4812.43874,2607.02126
895.854,1737.50736
4801.57354,2586.99123
863.74431,1715.33326
2837.2394,2183.21427
4806.38861,2609.72239
2809.46626,2197.70686
4779.68178,2612.59515
4040.51582,2553.16489
4043.48324,2543.05879
2627.24555,2665.81446
4050.65688,2564.41918
1640.01531,4794.10938
2640.94532,2662.56835
1650.14733,4782.23742
4231.08106,2591.85266
4233.1631,2545.2475
4239.93139,2556.63344
3744.48095,2459.57807
3749.34534,2475.95638
3501.54279,1306.47643
1728.95076,4302.32809
1724.75621,4298.73596
575.2079,1532.07766
2424.33755,3443.09271
1864.86119,3941.48442
2425.38941,3440.9886
2365.97272,3497.13173
605.42059,1563.17295
1694.88318,2044.68928
2371.40526,3492.38826
592.30649,1541.35006
1685.5355,2042.22946
2504.99898,3363.32848
2520.15092,3348.49966
570.33675,1533.74634
2512.15091,3373.81105
2516.63848,3365.01711
2513.68694,3375.33314
2508.48369,3377.29519
1583.55998,4657.82456
1591.85692,4666.32479
2309.31757,3210.71873
1586.65797,4662.37712
2313.29966,3203.24797
5063.22839,2650.14772
5053.34593,2640.77115
3716.2901,538.65106
4848.6855,2614.61916
4849.15122,2614.67986
4846.15804,2610.32066
4844.23765,2614.0527
1523.24213,5411.20744
3496.28265,1166.62844
3468.5544,1125.27231
3486.83804,1166.41344
3505.50647,1136.34507
5031.21962,2691.00268
5039.98851,2658.44484
5040.96209,2659.25643
1111.4069,1742.25862
1099.38955,1733.21157
1827.35471,4086.93746
2772.66674,2391.58474
4453.19658,2525.14786
1865.64865,3963.62556
4440.95833,2533.41877
1858.63821,3953.75119
4434.90496,2542.9275
1858.19279,3955.7336
1861.66949,3944.75957
1853.54845,3954.80655
2764.54872,2419.03122
3175.17716,2901.47376
1828.22687,4063.50107
3184.74307,2892.56134
1828.6923,4062.21343
3178.11021,2892.04198
5368.79207,2773.36574
5378.47763,2775.59008
5371.53556,2770.55815
5376.15705,2769.89469
3483.87809,1564.75726
3493.99903,1557.50578
1545.71255,5029.11378
3490.33195,1568.08451
1555.77588,5127.32126
3513.68531,1558.39245
5468.14172,2819.31082
5469.06184,2821.4934
1602.72586,4949.20535
5473.2766,2821.75601
1607.97533,4964.89057
3489.26763,1549.48295
4903.76972,2556.10605
3513.33194,1566.92792
4895.15119,2562.24492
2611.67568,2710.00003
2608.80742,2711.3995
2212.01263,3408.24156
2228.43893,3405.94278
3700.48598,2455.50482
3193.58238,1832.29718
3184.63895,1823.4007
3184.75577,1813.57149
3183.13225,1806.78175
1551.4347,4773.5854
1550.83498,4782.56598
1513.70082,5004.25584
1536.91357,5008.69437
1514.22917,5014.48638
3185.94244,1819.224
1517.43779,5014.2025
3186.69041,1814.97161
1515.12802,5012.38237
3187.64862,1820.99524
3747.00889,602.52262
1484.24205,5625.45457
1883.54921,4062.00208
1771.48674,4208.23567
1768.81912,4208.59065
1497.64303,5625.62469
1780.85896,4188.68604
3814.51136,2495.27852
2537.95785,2838.30782
3818.88314,2496.63438
2530.8252,2832.93115
2528.37734,2828.99869
2531.86073,2846.75987
2528.13967,2833.73308
2535.63524,2827.27561
2529.00089,2839.617
5689.25003,2975.1054
2535.03424,2839.45889
5692.8813,2988.79549
2533.16387,2834.05967
2529.68487,2838.62843
3257.32585,2765.60459
3263.85797,2782.17606
4184.06224,2630.9165
4136.94759,2490.05363
4143.04404,2485.04106
4207.07179,2477.16717
4178.54159,2488.88266
4186.4335,2496.57118
2535.90384,2802.18488
2534.0954,2806.88849
3824.88176,2488.8766
4172.95189,2572.63427
4182.38102,2563.74387
1007.04918,1725.08324
1011.09151,1740.11621
1001.24706,1742.09965
3092.41958,2966.21552
3106.10562,2984.09102
3603.42384,712.55639
4312.66498,2546.9554
2640.36372,2365.34815
2631.36343,2369.70504
2619.48286,2364.9788
3484.18737,1555.20941
1048.66067,1717.90813
3799.57847,2498.1765
2248.82216,2269.84099
3481.10396,1565.88772
3802.46475,2494.43613
2941.61747,2014.65409
3645.54368,2451.29131
2940.83873,2011.62826
3646.87297,2447.2996
2943.35877,2014.86339
5183.87492,2676.68544
5168.4026,2672.65635
3643.96321,2456.89007
1493.31455,5406.92882
3646.87737,2446.05906
5646.41689,2862.30861
5645.98872,2864.74347
4690.48982,2556.33906
5641.37979,2855.80492
4654.17045,2566.17873
3430.10868,2449.42114
5651.71643,2854.29766
1980.75787,2190.02306
3422.81308,2444.65395
4663.74236,2558.85938
2010.07355,2189.17415
3428.1952,2439.04601
4657.29095,2545.26049
1998.94456,2188.88827
1008.28568,1740.32102
1984.88137,2172.7048
1987.04941,2174.85424
1998.27087,2179.30108
3018.45429,2413.9055
3009.91261,2422.43809
1993.09583,3736.46701
2850.77155,2157.28623
859.95335,1732.86789
847.93221,1739.13809
903.41745,1782.44998
866.24431,1723.46388
3562.78148,2439.65129
868.69078,1712.68796
3492.45225,1417.92471
3560.188,2470.95735
1759.8454,4182.27382
3502.54245,1420.4551
4135.18537,2487.78243
4140.1246,2491.96851
4148.38201,2478.94767
1493.50287,5092.87134
1491.44036,5097.61215
4138.4748,2489.17138
1488.61347,5093.13142
4422.05422,2523.93796
4433.78269,2533.26941
4432.88882,2538.60892
4433.32858,2531.54901
3458.61181,1109.4516
4429.36246,2537.22282
3470.61737,1097.11663
4429.68168,2540.44603
1495.5379,5692.95774
1499.81411,5693.24799
1609.69063,1999.63337
1611.37891,1999.1637
1734.68941,2076.14012
1819.93358,2122.44059
1846.82948,4119.30671
2041.5341,2231.58987
1844.4338,4118.31725
1705.50958,4408.05016
1680.99992,4469.53226
2001.8367,3744.24906
4248.15257,2509.03257
843.74547,1754.11006
1684.10831,4472.32915
4232.97975,2501.57018
1683.58532,4473.49472
835.24118,1735.24302
1671.28871,4455.44104
3550.82538,2451.0833
3551.6098,2455.94722
2430.50683,3003.19431
2425.82369,3000.00041
5114.78779,2702.70057
1477.87716,1904.63941
4234.97642,2560.82673
1485.92204,1914.3158
4218.78815,2558.90887
1504.86553,1930.69327
4207.05345,2561.71871
4222.18983,2564.28008
3420.43388,1703.15044
4215.27142,2554.01654
3435.19332,1677.35508
4215.08183,2563.01875
4217.23802,2561.22963
4502.66196,2532.18802
2937.62771,3092.20166
5590.13976,2843.23149
2973.98444,1966.71171
2966.27168,1970.58356
3425.85336,1703.47844
4389.41831,2517.73557
4385.10939,2523.76552
1479.49351,5430.49255
3560.88714,2458.91125
3545.92491,2454.28285
3652.48416,2454.26181
2094.19507,3608.46359
3672.43852,2440.00439
3669.60608,2461.16484
3059.89679,3016.14623
3510.69541,1382.39862
3045.63406,2996.82107
3525.59999,1422.54832
3541.60821,1388.96169
2182.48518,2253.3867
2185.15932,2270.81625
3487.67919,1365.53135
3504.88479,1392.37754
3507.66651,1385.19419
3493.06511,1400.2459
2822.41547,2194.3344
3499.37033,1396.47936
3510.82157,1389.86156
2963.74881,1962.07325
3811.92933,2434.73786
3799.39909,2452.18954
3794.46439,2441.07268
3788.78059,2447.76216
3801.09778,2448.76981
3793.34292,2442.16476
3789.34777,2439.24455
3362.03159,2608.94838
3377.19736,2605.98593
5549.98089,2834.05117
3370.26726,2597.26372
5609.70773,2892.82146
3369.66117,2598.42675
5687.88018,3002.39292
3381.87214,2592.72186
3374.11103,2601.6928
3478.01811,1633.46071
2729.08796,2467.4069
3485.77093,1617.65754
2586.47411,2362.90898
2569.09713,2374.48451
3481.76353,1618.50699
2424.62325,3450.93063
2586.48931,2371.03961
2412.84779,3445.46954
4164.43797,2488.10955
2421.76033,3447.00861
2586.88646,2361.52502
3490.1889,1628.96297
2418.80047,3454.13145
2581.799,2356.99503
3486.02893,1640.04623
2424.51446,3445.57296
2580.96826,2353.7077
3476.99415,1619.89003
484.02749,1231.23892
2561.34516,2352.24691
3496.69651,1638.96146
4514.60083,2517.39522
4525.91317,2507.17511
834.07433,1721.0512
828.73518,1716.39986
4653.07738,2562.42556
788.34695,1716.8912
4598.08577,2542.31635
811.70787,1703.90901
4523.02018,2513.36952
826.81658,1704.01624
807.93029,1723.47885
3007.44659,3046.82191
809.89216,1723.39635
4967.13842,2656.7411
4956.82691,2643.15697
3168.53806,2920.88813
4971.64262,2647.36903
3167.32456,2920.59979
3166.04974,2915.07097
2498.28102,2854.058
2507.03092,2857.20313
3158.08817,2917.57326
4252.30316,2554.68433
1476.58158,5511.97253
5270.24826,2727.99151
1490.45939,5504.60908
2814.16025,2257.40651
5277.03424,2722.36652
2812.44203,2255.40156
5271.41254,2730.14599
2683.17364,3230.79127
2691.19911,3223.8863
5285.76622,2729.5309
2926.49367,2431.947
2939.30351,2421.83148
2941.46259,2426.84848
2938.84643,2419.34745
1857.98901,3944.99664
4213.53345,2483.47793
4209.8575,2487.78666
4213.05272,2493.34783
4213.53115,2482.75145
5478.39822,2797.12571
4209.92393,2484.99344
5467.21536,2794.30201
4212.43679,2477.51569
5471.70798,2794.64418
866.34988,1721.88936
3525.66985,2437.82193
3524.5703,2442.8222
3527.04282,2438.86939
3520.22325,2436.85674
2255.94319,3637.84729
1691.18516,4544.74493
4092.08911,2480.59488
4095.71513,2474.9792
2555.73758,2360.58021
4090.63508,2470.95677
2573.1769,2355.64993
2578.65758,2359.74573
2582.2591,2360.13977
2291.64209,3233.50326
4076.83782,2557.78386
3298.35026,2726.54655
4080.14254,2576.42012
3279.00335,2726.11816
4083.40768,2561.31962
4080.51013,2571.81334
3535.65269,2437.32414
3531.61919,2429.70152
3533.90426,2442.13385
3532.24912,2441.27034
3538.31124,2444.52114
4593.46232,2556.28195
3277.8881,2434.77346
4579.92429,2564.22978
3279.36632,2439.6076
3279.74262,2440.33271
1883.40373,4126.5262
1867.02801,4141.59415
1869.07012,4133.45504
4556.96937,2539.19641
1870.3523,4124.26299
3432.26209,1647.79592
4568.10193,2531.3797
3021.49628,2416.18021
1877.79284,4130.10465
3028.4775,2415.4727
4696.17269,2578.34042
1694.59287,4538.92483
4696.07125,2572.03497
1691.86613,4547.21691
4691.79241,2573.68067
4693.60413,2572.58266
3270.00691,2437.83921
4697.48915,2570.9058
1545.00393,5183.59191
3675.10054,663.5799
1483.5858,5356.0142
3670.33175,648.76288
1485.76214,5346.70631
3679.98532,653.30255
1819.85233,4070.37162
3054.2442,2430.23614
3056.917,2437.01062
2582.60196,2378.57286
3705.07629,2476.32638
3697.35759,2461.86695
4907.63743,2618.62932
3705.42381,2467.91196
4910.7134,2624.84391
2855.884,2102.24635
2868.38489,2102.65979
5590.22213,2928.68979
2148.24793,3470.35457
2877.59454,2102.68046
2130.48796,3497.74678
2877.09993,2102.08493
2089.54392,3568.66798
2869.29435,2106.30766
2039.43822,3654.07207
2822.66285,2238.54195
2034.33663,3652.05387
2773.53255,2341.16354
2768.91816,2359.30231
2223.60518,3371.68919
2767.73386,2355.1094
2195.77628,3407.28845
2213.61203,3371.43985
2218.27275,3365.13528
2211.07675,3369.68086
5112.27195,2652.55695
2220.41617,3370.79569
3497.95978,1285.87881
5740.45913,3021.82171
5747.40448,3019.32301
1497.88587,5355.36506
1521.79099,5289.22684
1511.48807,5302.6304
2054.35339,2228.51369
3953.57602,2467.23966
1487.21214,5278.1675
2062.36285,2221.645
3955.50755,2465.82519
1547.61217,5263.63658
2062.12846,2219.71042
2056.8714,2223.09726
2053.14931,2223.40709
1603.17635,4982.32206
1490.62173,5109.80679
1489.13436,5096.91895
1487.12011,5101.67978
4587.37851,2506.48829
4587.20081,2512.73405
4588.51938,2507.88943
4593.55421,2514.40381
4585.99913,2513.74826
5545.60292,2882.93624
3471.92369,982.48965
3731.10238,2462.13168
567.87762,1421.45776
549.77624,1418.93483
1475.08231,1875.09028
1476.67866,1895.85897
546.3495,1452.03961
3736.73847,2466.95433
585.92559,1447.13126
1478.19147,1877.06688
3735.20686,2459.57295
1473.56343,1873.06643
2380.53805,3062.2799
3742.48342,2452.97098
5000.04342,2651.1646
3732.51189,2465.78243
3736.74734,2465.34933
4993.90229,2644.73807
2860.29581,3117.95237
2891.67646,3124.69551
1840.38311,4146.95024
1857.90709,4138.78316
1660.58791,2016.41929
1661.08919,2041.38538
1660.18227,2028.28807
1654.23004,2050.32255
1809.22713,4106.74602
1649.21006,2039.80932
1813.37596,4108.33771
3737.06801,2475.63679
3466.98817,1260.86738
3741.12733,2478.25271
3478.84208,1238.00622
3741.72473,2473.60227
3476.04384,1231.71618
2250.17544,3344.40989
2245.38819,3336.0354
2253.8576,3336.76409
1521.11438,5105.60849
1549.02947,5071.99547
3668.12421,2454.16959
3691.64278,2455.91164
1688.10838,4417.03478
3462.8869,2494.49709
4846.38985,2642.76007
4854.02495,2624.4638
3503.76958,1216.0231
4849.20948,2631.74697
3486.61382,1208.00833
3494.47353,1211.9883
1869.68761,4110.88586
1863.20784,4127.97754
1491.73801,5238.81575
3272.37039,2772.38675
1480.26346,5234.30869
3267.23008,2767.91771
3259.96127,2770.33066
1504.83025,5842.55951
1859.46914,4126.9737
3266.76563,2770.64557
1512.16983,5855.8959
1501.90723,5855.39743
1512.56949,5861.33779
2870.88832,3137.13291
2229.06745,3640.58133
2879.45054,3137.94129
1448.99161,5434.01915
2912.43036,3053.95317
2872.56205,3125.62928
1696.15945,4482.68239
2885.05731,3123.08074
3338.04703,2628.2462
1710.0659,4504.57963
3336.36844,2628.85542
3338.0851,2627.12072
5001.64521,2656.64744
3339.68232,2630.23383
4995.234,2653.92122
3333.37643,2626.54806
3336.06734,2617.31073
5102.02898,2633.58342
2346.30278,3152.02875
5099.77587,2632.87614
2327.30457,3180.16152
3211.54162,2853.05704
2330.16713,3170.11955
3186.08284,2851.16156
2325.41843,3174.72806
2405.66154,3047.68952
4254.90003,2493.61187
4252.62494,2488.43985
2304.22736,3249.15039
2308.5415,3243.56268
2308.69072,3238.97856
5143.54745,2676.49746
5140.48895,2688.64502
5122.92485,2682.50796
1554.38691,4738.54074
3146.54474,1865.88207
3175.05992,1866.87589
2222.93864,3668.51026
2221.46266,3653.95661
3316.12035,1760.88474
5142.0111,2683.28064
3141.15118,1867.62867
5141.34659,2687.90382
2562.69161,2747.75107
5139.78636,2660.32926
2309.08412,3237.59406
2307.61867,3235.91378
4261.23226,2537.05646
2306.31202,3246.279
4194.06716,2549.36665
3183.67966,1821.45842
3172.37485,1821.91611
3184.7789,1841.01798
4295.9384,2624.22339
4242.45855,2569.0278
4241.64754,2567.60519
4242.70757,2560.19917
2271.31574,3610.89112
4247.29972,2549.69322
2263.19522,3604.12002
1759.27271,4369.27608
1724.02963,4370.25065
575.82756,1542.83472
5826.06795,3107.44272
4224.46497,2561.865
4243.2191,2567.72653
4239.7869,2561.7237
4247.94837,2551.93882
4232.38164,2556.46403
1690.9027,2054.68105
4247.44178,2568.52371
1680.87709,2045.71062
1693.63291,2036.42383
3270.38622,1779.4006
3263.72823,1803.40295
2019.10185,2191.34596
3501.35328,1570.97649
2019.50302,2189.75722
2027.09845,2199.82243
2658.02565,3252.09324
1846.61762,4002.72475
2632.66523,3218.36426
3338.82475,1748.66762
1853.15356,4008.86142
2659.44206,3243.28199
3308.96443,1754.11386
1847.11219,4004.97404
2656.28113,3245.07787
3303.85359,1755.21319
1845.19359,4015.30685
2654.95386,3241.45015
3313.04941,1760.58235
1837.5,4008.89178
3304.33112,1760.09195
1618.29709,4652.47895
1857.16221,4054.64242
3480.81293,1199.56887
3466.31052,1197.19071
4071.83794,2538.71606
2835.84419,2228.2626
2825.64346,2226.24126
2824.1452,2219.0093
2820.82167,2231.1817
2142.37108,3506.13466
1694.8827,4443.39488
1690.73524,4435.00856
1694.78313,4442.42455
1689.59137,4436.27271
1730.02048,4442.60556
1493.63694,5545.50451
4032.95526,2547.37898
1497.75872,5539.54933
4021.22472,2554.72159
1494.05748,5541.66059
1499.75021,5537.63086
2249.06465,3304.82022
2254.47366,3304.27038
1276.12795,1794.54875
3600.05419,2445.6637
1489.36491,5155.59277
3279.59259,2423.68956
2954.85885,1965.71668
2959.59446,1960.45888
2964.01528,1944.99369
1628.03173,4623.03845
1853.60663,2134.31683
1853.64172,2133.95248
2846.5819,3147.75807
2948.66389,1964.52549
2720.22683,2497.36114
2848.44284,3140.45983
594.75221,1521.7147
3519.51393,1594.49236
4645.69225,2530.2189
4680.80813,2537.30276
3415.44959,2532.10148
3424.43991,2520.71546
3435.12578,2523.50845
5616.22102,2853.45069
5579.73586,2845.13517
1708.90686,4555.0663
2256.39546,3307.80094
2265.36713,3305.17796
1677.60261,4565.63983
1674.82158,4570.57328
3839.86053,2460.96664
2689.11446,2562.68006
4154.16133,2568.63787
4156.83684,2567.17519
4156.59328,2570.51642
3362.01173,1747.85948
3351.28332,1740.2226
2092.95433,3598.04613
3374.63265,1744.24893
3498.01047,1486.56477
1777.80628,4249.47334
2661.4196,2609.49408
2650.14882,2603.4726
1782.65039,4242.20787
4192.50227,2488.86622
603.55737,1562.62621
5385.6026,2796.56005
2108.45574,3773.76369
4192.30292,2478.80706
2099.55124,3767.76965
4187.60291,2485.3356
2107.71886,3786.80519
4192.61727,2481.022
4189.65735,2492.86641
2173.49631,2268.83012
2170.72719,2267.77469
5380.75469,2778.38383
2175.44668,2270.60317
5379.02611,2781.47602
5895.97719,2965.36204
2438.38042,2321.21143
2451.13229,2333.58856
3491.36908,1236.55275
3138.66904,2934.2707
1556.40643,5189.71578
3140.42638,2920.92276
1539.06595,5159.80747
1547.59865,5193.53751
3980.11101,2510.18245
4774.42021,2599.52042
1639.74808,2029.93395
3943.40212,2522.50707
5175.05049,2699.50761
1653.75441,2055.99422
1653.94444,2009.69452
1969.54041,3797.07733
1964.5923,3802.69473
4258.33604,2503.91175
4252.7988,2505.69535
4840.22501,2547.70763
1671.08633,4662.37558
1655.9875,4655.51529
1677.36814,4641.41705
1489.54984,5276.77801
1488.68956,5285.5566
1494.87136,5279.68332
2750.2264,3191.10455
1486.92223,5279.41714
1485.11756,5286.45392
1494.40097,5279.90029
2422.77995,3466.82468
2405.68393,3466.07359
2410.3497,3470.57325
2403.71154,3465.18536
3497.51929,2448.77008
3482.84321,1083.44375
3490.92782,2441.23063
3459.56496,1107.94807
3458.08491,1103.98203
3488.21692,2440.38019
1557.81233,4803.57092
3457.16347,1097.29755
1566.23369,4796.19844
3460.75982,1110.79749
3452.26293,1111.5643
3487.29536,2438.46261
2844.24621,3120.11893
3485.78666,2437.33293
2852.86136,3126.69417
3481.60888,2440.81913
3683.3525,663.55936
2035.69845,3881.71817
3486.86187,2435.16088
3678.3043,656.56596
2026.18368,3873.9143
3672.83112,663.41059
826.43399,1708.85939
1604.86335,5022.35444
4859.83651,2633.67234
4867.08453,2629.69793
4857.72809,2624.70675
3454.25105,1616.83083
4854.66578,2632.38568
1398.26661,1847.62329
4850.93287,2626.48282
1403.04386,1802.85561
1477.41897,5511.67571
3634.76789,2448.46133
3634.97509,2450.99531
5185.38528,2675.79193
2243.65636,3663.56497
3644.04697,2450.14468
2523.26127,2849.57317
5239.00304,2691.66597
2520.61216,2833.5527
5559.45537,2833.0265
2518.7503,2839.43859
2522.53808,2830.63951
5244.297,2702.18964
5245.63471,2704.26691
4160.65468,2566.29022
2525.9765,2838.46745
2524.05649,2832.23898
2517.78843,2837.72325
2520.03071,2836.21992
2524.16682,2837.76668
2505.98593,2841.69512
3755.79193,2453.07558
3500.99626,1483.37032
3528.37679,1496.00875
1727.6,4394.0129
3520.86532,1481.53035
1736.20562,4399.9773
3499.7209,1483.36501
1730.61901,4407.19191
3512.75267,1493.22024
1217.56523,1744.92441
1627.44534,4573.84325
1621.23999,4578.45049
1611.87235,4566.36267
1630.33836,4564.01452
4895.73883,2561.09423
5617.16938,2856.11655
4434.37276,2547.55361
4439.25962,2537.84236
1515.7446,4996.50974
4438.09576,2550.77303
3792.4337,2491.27098
1508.4465,4990.2766
3761.28333,2463.94272
2461.98549,2335.4584
3068.33011,1896.34882
5395.51656,2766.44035
5389.21361,2758.11605
3020.90993,2417.98305
3730.3826,608.83128
3020.4,2430.00745
3021.20479,2427.77367
3012.85835,2428.29505
4074.69369,2439.63779
5898.06494,2962.3413
4238.92163,2495.03597
3328.42738,2645.06816
3330.02106,2647.49008
3319.88391,2640.05445
4624.3719,2563.22696
4635.11857,2584.18613
5895.74945,3149.48026
5892.28711,3155.44612
3336.3287,2656.85171
1626.48877,4550.73754
1622.0456,4540.26413
2593.45662,2749.8897
1628.8933,4544.42304
1625.50133,4546.8289
1623.54817,4552.97391
5859.26962,3130.11141
5871.80522,3125.59961
3216.38188,1825.83712
3218.68354,1820.99379
3208.98643,1823.03325
3217.61738,1826.66752
3211.79943,1808.86655
3209.24669,1801.43022
3307.91842,2716.45851
1047.9102,1751.48852
5114.49801,2691.56875
5120.64263,2683.84053
1478.54056,5416.04409
1854.88005,4128.73988
5110.86736,2671.43139
1473.13378,5416.37955
4068.44582,2466.41728
4052.29627,2461.71906
4055.6095,2469.90906
3473.44815,1287.34899
773.11743,1734.85033
3310.94419,2419.45872
777.1211,1709.99778
4024.13852,2493.82846
771.78519,1712.65853
4050.2233,2474.56158
5004.91149,2602.42673
5001.08006,2607.40657
4998.78156,2598.40885
5005.92597,2618.37442
4998.22229,2604.94733
2992.30607,3060.09899
4999.65311,2599.80488
4999.09336,2595.29866
5012.08833,2606.09256
5863.04604,3121.31787
5009.48732,2607.52597
4844.04613,2593.75179
4801.76496,2590.71652
1793.47153,4254.50587
4707.14618,2591.19194
2940.59635,3076.48328
2527.12501,2873.2804
2349.94686,3065.53909
2369.36311,3102.35919
4567.05845,2536.67324
2374.56847,3101.32762
5222.36525,2701.01205
2799.41491,3162.88155
5202.24428,2708.64598
2802.16867,3164.03486
2783.37774,3159.99945
2232.10543,2263.25553
5437.10585,2817.02827
2220.52075,2265.31602
5736.10781,3028.00396
3502.9531,1478.28211
3487.60891,1472.40777
3967.65228,2524.19348
2679.98489,2564.19621
3512.92023,1478.58691
2687.09232,2559.68485
3259.61177,2716.51686
3518.31047,1477.5936
2682.93121,2563.66179
3512.00901,1491.0707
2670.05671,2563.70332
3518.03958,1478.92439
2680.50194,2557.9758
3505.95089,1479.55878
2678.67192,2562.94801
3525.69287,1477.67797
2683.98921,2558.27665
1653.37448,4762.23646
2680.8577,2559.73644
1668.63289,4751.54756
1649.29749,4733.96027
2691.96721,2561.99376
2158.51773,3455.24286
2158.93649,3468.08107
2887.14602,3126.66462
1601.74866,4886.91752
2676.89542,2569.03255
2635.27511,2530.4836
2638.52509,2535.2508
2674.85026,2560.40355
1628.31821,4906.56093
2669.45673,2567.27193
2834.81478,2170.0527
2811.69453,2189.79088
1847.53481,4150.24688
2848.67656,2164.70511
1684.11066,4428.80663
1671.52925,4464.30054
2822.1219,2231.32735
2819.76737,2236.37014
2822.16362,2231.41346
2827.35869,2230.96758
1786.43082,4173.57952
2840.01722,2222.98923
4159.44537,2499.61951
3420.48724,2541.15894
4160.05875,2497.39203
3438.73367,2558.09816
4156.62119,2493.22418
5611.2335,2929.50906
4160.9815,2492.38745
5588.45028,2920.11252
4165.33469,2495.26077
5771.32219,2910.5304
2122.37079,3501.62329
1632.67512,4962.90191
1890.2686,4074.61104
2538.50436,3361.19417
1898.41273,4062.8078
2527.75702,3367.69311
1895.36196,4062.06816
5620.84161,2932.24757
1894.44233,4066.88943
1875.56774,4072.66798
3302.65255,1767.07097
1793.60787,4236.27914
2527.70043,3367.92011
2526.48194,3368.9489
1978.20999,3740.17335
2952.47934,1997.82416
1978.30121,3740.24391
2955.6192,1997.1961
1662.19375,2039.02811
1865.99944,3953.1527
1863.00618,3961.49377
2002.00324,2230.7051
2045.71883,2215.54835
743.82376,1706.42757
2035.78702,2210.09789
3711.21883,2451.06088
882.69048,1740.35979
1651.24335,2032.00149
3483.21266,1505.51274
1660.72578,2035.99312
3494.48598,1379.73466
3670.86928,2454.63935
2144.59826,3796.99486
5883.03058,3026.42836
1695.92086,4397.84307
2562.95937,3359.17981
2563.35201,3353.8232
2542.14632,3361.72293
2880.40436,3102.80858
2878.09817,3130.49234
1669.7597,4637.85539
5655.8526,2949.20618
5664.89997,2945.83512
5666.36403,2957.86525
5656.29728,2954.56287
5651.30341,2951.80023
3487.36137,1360.07233
1642.83869,4630.92153
5657.35821,2952.8033
5657.28138,2981.11471
920.83202,1737.7389
908.45722,1729.78317
5643.66285,2861.70103
2730.82529,2433.60059
3033.76239,1910.98068
5296.61343,2752.4471
5295.16758,2739.70434
5861.96971,3094.87609
2037.34629,2198.09893
1508.67315,5055.79464
2594.60769,2368.66859
2597.8692,2366.2254
5002.51859,2598.64572
1608.8704,1989.31257
1640.47128,2020.42725
3837.20981,2501.79177
3847.99068,2502.44842
1892.04438,4088.46804
1889.2603,4089.89087
2410.89646,3021.546
1888.06941,4082.42457
2406.43624,3024.24449
4205.86184,2505.89533
1251.12269,1760.23
4213.63922,2509.1632
1018.79265,1746.13389
1073.09102,1750.53602
996.59562,1725.63708
3676.71617,2442.84008
3688.5408,2444.95177
5368.48943,2757.4707
3420.09643,2549.78228
4583.10617,2530.20854
2991.76904,1947.36247
4571.70604,2534.95538
2985.25661,1941.84336
3488.67175,2492.83973
1583.77036,2050.63307
515.51866,1403.89231
1612.63744,2012.21797
4631.86971,2555.06237
1619.76349,2001.40465
4644.12304,2555.42162
1609.58142,2005.7092
1612.16592,2002.06904
1688.03377,4580.90186
1613.42335,1999.43943
1615.24496,1997.94309
2290.38948,3226.29045
4645.51676,2565.96905
4656.17909,2560.53236
3187.84048,1841.98672
2103.9096,3783.03601
2086.49204,3771.675
2100.94438,3764.99503
1520.00822,5153.40273
3771.41161,2467.45541
1491.09851,5141.8183
1551.45736,4862.2423
1999.33718,2203.8332
1983.06867,2188.29657
3510.93302,1454.84936
3475.98037,1112.21534
3484.60195,1119.19896
