"x [nm]","y [nm]"
1948.12315,2181.07405
1492.60842,5164.11345
1952.30072,2164.80366
2321.27689,2314.05217
2293.08629,2290.75909
3063.08309,1891.57053
2977.87979,2100.19111
3074.99058,1899.60648
3066.30794,1889.83674
3065.1263,1894.19509
4995.01034,2602.55136
3064.88603,1887.76099
4978.49747,2645.8932
4998.50971,2593.24976
3073.6182,1870.44937
4998.76078,2593.38611
3078.04735,1884.44994
3066.53412,1892.1904
3073.62833,1886.10345
3070.15848,1889.24393
3049.49078,1879.32845
1857.41237,2142.72239
3078.0791,1889.69953
3075.97179,1886.66453
3067.54127,1884.02381
1233.17701,1758.37412
2506.09726,3376.78573
3072.3435,1896.7526
2556.9212,3337.22663
3595.72126,2448.2625
2558.64854,3332.52858
3607.10177,2445.07016
3123.33245,2430.76276
3134.96593,2432.45585
3073.24923,1896.92263
3065.70272,1894.93698
3606.21792,2456.80207
3602.84403,2446.04372
3602.27552,2456.79997
3082.02955,1896.0016
3074.46057,1886.76563
3068.60612,1882.25095
2060.11448,3633.64092
2070.52496,3623.53918
501.85314,1294.86356
1955.03482,3798.29909
1799.28569,2112.75735
1543.84915,4908.07757
1547.06288,4895.35228
1540.90393,4900.30363
1540.29798,4898.73608
1971.5593,3790.17892
1549.0592,4890.00675
1949.8767,3812.29562
1538.91908,4892.45386
1933.69768,3848.08003
1841.65117,3991.3261
4975.36407,2645.18586
5693.70235,3016.52341
1505.32148,5006.7663
1513.9654,5028.77217
1707.32734,4395.07035
1722.69338,4400.5629
1720.65457,4400.25545
1713.17441,4390.93294
1737.73008,4295.50733
1726.41291,4362.08877
1994.92236,3689.29784
2024.93026,3692.9998
3561.87322,804.63634
3559.96025,811.01699
1764.40666,4288.44169
2029.76813,3702.02162
2019.95073,3708.53445
2019.52356,3714.54857
2857.13223,3140.39725
5554.48656,2882.34346
3559.30523,799.96046
5555.34759,2881.28703
2215.31747,3356.14424
3570.35393,812.36626
5571.25311,2879.966
3535.20617,805.46671
3571.97019,808.74422
1829.52516,2143.60289
2523.24713,3353.01799
3474.5676,2493.15154
3554.65352,805.10748
3565.3327,816.65071
2625.52729,2703.1907
3627.06545,757.68128
2619.50659,2680.90704
1469.16841,5320.62837
1637.94607,4490.50264
1474.07631,5309.49005
1668.87715,4462.49197
3484.10514,2492.34559
1473.76729,5316.02475
3488.54248,2511.97093
1470.63636,5316.9396
3480.70186,2488.69799
1470.41955,5316.80818
3479.51658,2495.72227
1469.4159,5316.82345
3729.31095,585.95483
3682.7689,597.54581
1477.51454,5318.79643
1466.39139,5303.38439
1827.23221,2109.04955
2543.2786,2801.09017
2046.15125,2216.20433
2072.24692,2227.86289
2536.64267,2794.98281
5513.50018,2815.06632
2537.25471,2800.93326
2535.76639,2794.52086
3503.12327,1557.38562
3878.76433,2576.24427
3917.2114,2508.98279
3927.20155,2520.02454
540.13241,1388.2651
3925.43843,2510.41702
2808.36396,2287.55784
4252.41846,2499.1654
2803.76321,2272.73026
2804.06101,2273.06092
1514.00013,5879.19548
1527.63413,5879.03946
1520.39652,5879.84149
1517.86748,4926.15818
1508.66757,5880.65163
1534.05035,4917.52211
1542.46043,4907.03567
1534.08987,4898.02747
1549.64636,4865.13445
2200.74322,3381.48098
1414.57046,5483.25297
1472.64508,5471.7993
1548.21998,5795.92768
1515.12422,5795.82371
2275.74264,3340.94062
2261.12925,3331.72823
2051.78358,2206.06737
2273.46079,3322.97645
4602.45354,2572.47906
2040.00959,2202.27013
3840.4743,2465.85701
4596.28996,2552.39658
3840.07119,2463.5749
4604.3882,2561.08981
4593.3521,2560.83038
3517.14491,928.62374
2673.20235,2598.62772
4254.91485,2558.41301
5890.15262,2928.88715
2669.51629,2580.77487
5881.42886,2955.33464
5862.30517,2891.93043
498.68829,1389.21673
1548.30019,4867.78853
5888.03775,2938.28877
1544.14981,4875.16979
3616.04714,2468.49264
3599.88057,2455.4427
3595.88171,2450.64717
3596.06681,2451.21258
3600.93096,2444.39112
5379.22455,2776.28882
5388.22635,2780.28797
2722.2265,3189.15941
2745.44909,3183.27654
5949.14434,3016.29269
1651.37396,4548.61546
2344.35964,3570.62646
2429.83879,2329.18826
2422.69523,2338.17104
620.76982,1612.61525
2474.71183,2976.91554
633.08388,1589.05853
2448.68224,2954.88823
2447.4318,2958.79927
3295.88496,2693.477
999.59802,1733.87261
1599.90173,4705.63178
3301.73069,2685.29168
4717.54031,2518.66732
999.91183,1744.6501
2426.47457,2336.84215
2438.21976,2362.13694
4484.41944,2539.55232
3024.14414,3046.06641
3029.32941,3043.16772
3484.55821,1089.62122
3462.45281,1145.37275
1645.79874,4715.88224
3502.9994,1119.20441
1651.29815,4744.95602
1766.27624,2098.49577
1746.10057,2086.07302
1814.01778,4079.42179
1812.5195,4084.69034
837.1584,1710.95142
1584.91823,1976.36865
2358.8212,3507.93038
1606.39605,1983.67128
2364.32546,3523.89414
2372.28821,3520.41271
1742.60364,2078.28557
1750.89856,2093.1991
1747.69771,2087.34505
2685.16775,2532.5959
3452.69805,1208.78033
2701.54199,2536.66738
3460.82219,1183.208
4363.88893,2541.63456
4357.42666,2515.00328
2023.85484,3679.80491
2510.1539,2844.06482
2013.73532,3675.77887
2526.67677,2849.90881
1998.51343,3690.30382
2024.44621,3672.70424
4699.29404,2580.10477
2019.98008,3676.46056
621.45303,1615.75576
578.02497,1606.18498
1676.57503,4418.26643
4269.78798,2509.11753
3475.29455,1006.77283
4276.26862,2502.5451
5507.336,2849.33122
5530.65732,2860.93168
4274.39398,2509.84806
5518.36518,2854.30547
5520.04826,2878.71028
1825.99033,2165.6976
1839.41019,2155.72531
1681.16533,4520.90383
4281.7674,2510.07269
2740.58667,2440.59337
4272.43247,2515.65093
2737.97686,2428.26071
2739.36417,2433.73464
2739.55594,2435.92751
2740.843,2437.82939
2736.29942,2439.47555
1914.62272,4043.78362
1904.14635,4046.85787
1490.74374,5297.91968
1565.87165,5095.06155
1637.20906,4811.74298
1652.26075,4748.59544
1619.39946,4744.24325
5365.07156,2783.58174
5377.37531,2765.70285
4882.30348,2609.12318
3835.09801,2497.08708
4894.44484,2629.57658
3431.09854,1664.73195
3418.82249,1678.72827
4939.29681,2587.04279
4942.90246,2579.77803
3612.09808,755.05857
2337.09113,3530.37329
4957.38865,2609.98386
1749.03722,4329.06094
1734.24393,4328.89036
1746.05122,4327.20518
1734.06015,4331.19626
1498.77793,5151.35101
1464.68399,5154.15944
3023.49882,3029.98382
3023.5845,3030.14081
3019.32365,3031.54946
3214.4344,2841.18663
1528.05322,5013.79406
1515.87644,5023.93764
1520.24587,5017.37654
712.50094,1686.05589
1509.72619,5033.66984
2843.53071,3136.38417
1972.2366,2197.83146
2843.25158,3141.45579
2838.24099,3137.53815
2841.75061,3141.48626
2841.07898,3137.21801
3500.91313,2489.42277
870.44805,1748.11533
3501.93624,2489.00001
5252.51773,2728.34864
897.62152,1713.72037
5245.76771,2724.6585
511.5257,1340.52186
509.13756,1320.69268
510.97239,1317.40092
474.95367,1320.22018
2790.88997,2390.89526
2796.00664,2391.96279
2790.61751,2387.9392
2793.29801,2390.25076
1606.18621,4759.67478
2801.39136,2394.17881
5576.00316,2892.89637
1619.33268,4755.69337
2805.74076,2396.54284
4475.3097,2558.77843
2794.42085,2390.39565
2799.81212,2394.77015
933.93922,1770.40216
4955.54494,2649.03465
1483.65169,5838.644
2750.53244,2417.93486
4960.70572,2648.03392
1496.48835,5841.53028
5591.27675,2909.85697
2745.53831,2409.69496
5605.40875,2925.90174
2749.28289,2412.69997
2749.52383,2407.02556
2747.75597,2407.42786
2040.40592,3659.15861
2752.63081,2408.61167
2746.55428,2403.65111
4510.74641,2543.43048
4517.48779,2546.14563
4520.51972,2543.05543
2745.09778,2409.57104
1957.43881,3959.47715
1961.02206,3956.89616
1965.70554,3953.01989
1980.38932,3951.72799
3119.01568,2426.76822
5053.09831,2626.37501
2367.14309,2293.51307
5058.92724,2625.82746
2360.51241,2307.91598
4304.71661,2504.15238
4465.6115,2544.22576
4669.68572,2578.96207
4445.74492,2543.67771
4796.48856,2598.02342
528.91648,1346.28369
4800.81163,2603.11071
5380.75491,2744.36613
3501.05525,1146.2817
5375.4883,2771.07637
3471.80895,1147.60007
3459.91639,1145.05112
4294.80346,2504.62633
3389.11102,2587.11705
2788.18372,3172.82743
3387.9511,2577.71229
2799.14185,3169.77626
3385.81982,2576.76991
3390.93167,2578.30987
3406.68801,2590.60276
3388.68004,2573.25598
4582.04148,2550.61996
2842.43991,3166.76857
2835.44565,3153.1925
2853.70964,3163.73334
5725.32238,3010.58144
1741.05172,4265.0967
5675.65489,3003.51483
1745.3499,4262.91308
2833.56324,3149.23388
5570.23697,2811.89477
1733.18778,4316.77381
2834.02309,3147.67234
5559.86219,2825.98002
1705.05466,4386.70066
5563.54977,2823.89329
1714.96691,4341.90723
5566.32812,2819.05053
1743.19059,4269.53137
1747.9074,4269.91726
1752.46978,4279.19196
1747.57054,4279.30401
1741.98872,4268.11647
2860.75538,2171.53941
3327.71148,2705.44205
2838.52638,2205.13209
2756.36187,2396.40957
2776.87173,2387.14898
1958.34096,3786.31215
2788.24309,2360.9408
2848.54124,2171.06399
3305.37071,2703.12105
3312.80955,2685.50747
1678.61215,4437.14995
1804.90144,4140.67788
1487.73553,5617.34863
1481.45714,5621.19979
3124.29619,2962.92459
3113.06802,2957.68022
3112.58,2955.18634
3113.13668,2956.63368
3103.07044,2967.01047
778.10438,1724.01283
762.31651,1705.33828
1692.55173,4568.99209
1686.89731,4559.84372
2065.70205,3823.57328
1516.1005,5167.94679
2067.38585,3821.67883
1492.78274,5163.50302
2048.58582,3848.5215
5894.01553,3149.25902
1539.06009,4978.5602
1606.44725,4683.6682
1934.36207,3983.0544
1490.8054,5172.33003
2294.63288,2276.93843
2072.49878,3832.35273
2070.70121,3831.901
2072.1065,3822.94668
2067.57201,3811.80117
2073.07464,3821.01708
2076.14946,3831.47136
2072.14101,3830.20604
1779.4319,4127.09389
1789.02079,4127.22935
1783.95408,4142.11841
1539.94861,4825.06608
2038.33122,3861.93252
5550.659,2820.65451
1494.10973,5623.03727
1543.27225,4839.4575
2072.47599,3828.2608
5554.28223,2817.96766
1482.78715,5606.81315
1544.25611,4837.42787
5650.3616,2861.50744
1543.32848,4841.85756
1791.94044,4137.46936
5690.11841,2873.29563
1785.89542,4135.14537
5575.8978,2824.61073
1769.52169,4133.22083
1816.6781,4081.15517
5555.42868,2821.58959
1509.15501,5889.98518
1822.06649,4079.82321
1508.60511,5896.63551
1813.37615,4074.81348
1816.76442,4081.68247
1819.9701,4068.61592
5568.28692,2827.18954
1814.76562,4074.5014
5557.89666,2821.47844
1823.1145,4092.51473
5552.87262,2816.14557
1849.31872,4071.13309
5556.42384,2823.51032
5553.40184,2818.83252
2785.84758,2282.51254
5567.84649,2839.53025
2785.07497,2301.77977
2793.71509,2301.97626
3358.47969,2634.17074
3439.57231,2587.48184
2428.21525,3489.51627
2782.90852,2298.58332
2793.2858,2298.14272
2411.46839,3468.45982
1486.83431,5479.36273
2417.00605,3463.18017
1628.54066,4589.82507
2408.93618,3467.89411
4108.88128,2591.39509
1641.85824,4583.49223
4107.11756,2563.67413
4091.58762,2574.12731
5776.55277,3062.61091
5778.69611,3055.53966
2806.72634,2389.99384
3415.78585,1709.33239
5774.71198,3064.94196
3421.32883,1698.75169
5776.41558,3063.6498
5749.91966,3046.90885
1605.82279,4695.93789
1589.10526,4702.40413
3272.28341,2448.24866
1581.26143,4697.27548
3276.10335,2436.44648
1593.67268,4697.86775
3272.06151,2438.20324
3415.12096,1698.01554
3261.97939,2450.62096
1716.93738,4354.3365
3195.37795,1847.35607
605.49167,1595.67452
3169.96968,1837.84068
4613.9686,2512.38725
644.13142,1635.95968
3186.22458,1836.79988
1486.24958,5266.4689
2141.01882,3549.05066
2126.225,3540.80843
1625.25749,4780.71773
2115.23982,3546.8752
4588.66312,2570.16728
1665.01525,4645.37697
2107.53566,3545.0245
4587.28152,2558.09566
2128.12529,3535.82654
4595.39942,2561.37049
2135.587,3538.05641
4533.66721,2577.86161
2208.46824,3680.02076
4527.80374,2540.69186
2220.37368,3672.065
4500.0076,2541.35547
4468.96344,2541.69874
4554.23092,2550.29276
1745.3813,4291.97402
1749.42678,4292.67733
2118.05782,3532.29583
1749.53419,4287.69994
2130.23258,3547.09823
1540.66848,4736.18414
2079.50397,3545.38841
2790.47064,2378.26514
1926.29854,4029.40134
777.65645,1710.2907
2454.24352,2978.97683
4584.13646,2515.4167
5473.01711,2842.03903
2805.79106,2266.77513
5491.37175,2850.02245
2797.63183,2275.38624
5488.93568,2846.93728
2803.74306,2268.4393
2826.05833,2283.28943
2061.37068,3852.21375
2067.99465,3854.31975
2055.90415,3849.07454
4931.4936,2577.09342
1890.29155,3886.13114
1921.29192,3925.29578
1907.83097,3907.62165
3491.83493,1045.95416
4887.32867,2567.55293
1329.92241,1772.9352
1901.80213,3891.33216
3486.47247,1066.68607
1305.72856,1779.10824
1906.1254,3893.0402
1316.87265,1772.11598
1957.90021,3863.83313
1304.08549,1792.4576
1909.52078,3900.98974
1315.14162,1776.10473
1303.00036,1774.25891
1882.90593,4053.25348
3495.8341,1048.10904
2304.00211,3591.09042
1305.01091,1779.49519
2268.10339,3581.31773
2313.34147,3617.5794
2291.42613,3614.94252
2293.27638,3626.36311
2665.08979,2373.93476
2667.09978,2373.85304
3014.25342,3024.5439
2661.83729,2373.70484
3036.14591,3015.27103
2554.6172,2834.37336
3534.0074,2431.68726
3533.8051,2432.50193
3534.34876,2434.63476
3537.17542,2432.7838
2856.44097,3131.99387
2994.0107,3046.50202
2976.61907,3076.58845
5189.29585,2701.08139
5196.30784,2697.56301
5191.24363,2691.57327
5190.85961,2694.37877
3274.37073,2442.30446
5186.6108,2702.73484
1734.05481,2082.22492
3367.26137,2572.52014
1734.58774,2073.32339
3308.78175,1751.16969
4330.19486,2540.72259
3314.02759,1751.94059
4328.62481,2559.80719
3320.22121,1753.74545
3725.87421,2416.24688
1875.70603,3961.11208
3721.70991,2487.91665
3323.53611,1763.51695
3315.18939,1754.49554
3326.95218,1757.53981
3315.58356,1761.3399
3472.89222,1180.86093
3461.60512,1155.38693
3480.4881,1189.03
1927.93925,2205.96587
1958.75326,3986.40323
1910.8534,2162.20132
1964.51297,3991.92672
2627.66054,2693.38617
3469.81842,1169.33797
1908.21609,2159.92638
3479.6907,1175.2953
1899.10067,2161.0673
3467.67735,1168.63006
3466.51328,1185.2674
3468.6719,1187.36841
2393.37233,2322.01097
3480.92942,1166.23426
2617.66682,2369.68399
3488.92251,1181.81773
1787.72107,4243.45566
3456.35488,1173.00911
1774.49934,4249.79328
2382.44139,2310.40478
3494.72346,1176.86681
1763.54364,4258.33924
2386.87656,2314.00328
3492.62777,1191.28934
1617.06287,4915.48511
3492.95288,1188.05654
3465.3543,1164.09506
1777.07212,4257.77003
477.98291,1243.67473
1779.02531,4254.18872
1776.94458,4254.22692
1710.75709,2066.22035
1729.8054,2054.47942
771.60964,1718.49281
684.04101,1579.83371
1977.88872,3970.6885
1975.08167,3969.43418
2413.09503,3045.38884
1717.96771,2061.32933
1717.52136,2056.07083
1721.21559,2059.93929
1741.13855,2052.13584
1788.27909,4133.1253
5438.9423,2785.81548
1786.782,4142.51104
1780.09267,4126.48172
1803.92741,4133.87379
1788.27819,4137.66229
4145.6466,2479.03055
1792.78601,4148.06187
1797.84501,4135.17749
1786.15888,4140.78468
1795.86712,4140.23568
1787.91781,4141.07906
1785.59091,4127.77133
1804.12951,4139.47098
1876.8035,2147.04711
3507.61018,1480.83299
3491.41204,1486.44423
2567.06107,2759.55456
2911.86996,2032.66779
3472.66856,1494.33688
2915.09749,2041.62141
3483.32608,1477.20949
1613.00808,1994.86536
1609.83754,1983.10332
3490.16368,1478.45545
3478.76104,1488.73674
1693.11186,2049.91515
1867.96706,2144.09824
3086.92927,2413.16546
1030.26775,1751.82418
3111.03126,2423.05663
1629.43314,2008.73842
1620.6448,2009.55215
3080.94128,2403.31502
3079.16084,2431.4413
1817.06656,4210.72679
1605.30919,1985.42314
1629.21504,1998.98775
1906.42171,3876.75704
5031.60327,2606.96462
1609.30262,2001.38516
5033.58622,2613.61078
5029.92851,2604.58658
2922.12632,2037.61585
2909.82955,2047.09563
2898.59148,2057.71585
1521.71587,1939.17393
1497.53218,5111.24916
1528.89237,1939.42691
1525.28801,1938.79439
5828.6195,2911.57607
5801.01421,2911.15318
3654.13955,2463.27768
5486.17592,2828.49553
3654.09515,2450.65981
5488.05242,2845.30046
3258.06375,2790.41673
3256.71355,2791.86655
5484.36783,2841.78485
2673.64604,2593.00887
3315.71551,2429.90892
2677.0126,2598.05657
602.2599,1596.87692
2653.01252,2620.07441
2673.11771,2595.86028
2670.66468,2601.26982
2465.70203,2918.93808
3349.52222,1728.7982
2466.26471,2920.08856
3353.01079,1723.43919
2475.91798,2913.99258
3342.14703,1729.95007
3155.31229,2914.30668
3174.24067,2913.10986
5536.78746,2869.45196
4713.82767,2586.23138
5883.30705,3172.99128
4704.39089,2590.47863
3323.37879,2671.00147
3715.25592,2467.27565
2458.25848,2343.68711
2447.36261,2344.62936
2442.48033,2345.59526
2457.90176,2410.44497
2422.2722,2996.1136
2660.00608,2590.23378
2669.25008,2584.07219
3803.44327,2494.19091
3493.34166,2430.76732
3499.01862,2435.11461
3507.40101,2432.67946
3490.60125,2429.42525
3490.07285,2431.30912
3495.81454,2430.65203
1627.36186,2025.24123
3642.5801,706.1162
1628.59912,2026.23604
3609.74401,751.49712
1630.44764,2023.1084
3640.53379,717.31329
1631.56237,2012.4316
1585.02231,4714.42607
3473.11268,1641.30398
3458.05679,1654.45268
3464.20712,1656.23759
3936.51756,2518.39936
3946.41754,2526.6362
1760.10849,4228.04151
3452.09483,1645.38338
3457.96114,1649.24515
3723.02577,2439.07212
3461.51026,1649.82274
3724.80251,2439.37895
1483.12914,5631.56272
3447.61073,1658.30869
1475.2845,5636.99177
3495.73944,1671.51345
3460.93272,1640.1072
2734.66406,3195.96297
3446.52408,1650.48045
5336.7437,2746.39151
2732.94533,3204.37076
3447.87351,1655.72162
5332.91509,2748.14192
3460.07101,1661.70338
3463.29634,2490.27007
3467.91481,2502.74158
3467.75189,2504.21752
3441.65329,2485.88449
2390.65411,3474.22257
2373.68757,3517.04315
2385.66028,3486.81737
2392.65246,3496.0283
3014.58631,1940.01787
3010.73549,1939.08302
3022.76064,1942.5968
5799.137,3074.80634
3758.2827,2458.53448
3756.21771,2456.50051
4521.38416,2518.81756
2154.15016,3736.03279
3755.2988,2454.19288
4529.3637,2523.73055
2148.84256,3726.64882
4519.46593,2506.92885
2149.94924,3726.7451
2147.42113,3729.76029
4532.26768,2515.40754
3761.82852,2461.16052
4533.08445,2517.78361
3764.24457,2463.50207
2661.02189,3245.57318
5649.93616,2956.89978
5643.29856,2944.85223
5635.86171,2946.60066
1477.07535,5233.37703
1482.24555,5231.06696
1486.4266,5238.27051
1480.97422,5241.89299
1474.78012,5238.66506
5690.54615,2976.16668
3159.21937,2425.65272
1271.39144,1764.91704
3165.48992,2427.76167
1184.95532,1749.90838
1605.73511,5018.73403
1160.86004,1753.73929
1591.86973,5035.03357
1462.18764,5541.79579
1469.60404,5558.11143
4973.40482,2597.8311
4985.93987,2601.54917
4965.66791,2607.02803
3767.0024,2471.96551
5035.01302,2637.93462
3772.64573,2477.16455
5043.86507,2621.74159
5051.40705,2630.21197
3356.1591,1735.08494
5051.81838,2629.78561
3334.51419,1741.74773
5021.75655,2616.58543
3331.4559,1748.13647
4848.29882,2598.79966
3318.41943,1742.18343
4334.82844,2524.70112
3316.56286,1737.01267
4362.18422,2541.48184
3283.15022,1772.82372
5311.6327,2688.63615
5316.09335,2725.29415
3454.83789,2440.53194
2322.44533,3182.69215
3460.93504,2439.23826
2328.77761,3179.01659
3459.26682,2440.28981
2326.2355,3181.35561
2293.82701,3273.6934
2292.53655,3262.457
2296.51826,3258.05963
2295.60358,3270.87648
5172.48231,2677.40027
2712.12311,3203.80554
5175.80993,2688.79629
2761.5203,2361.6095
2711.05809,3199.28397
5838.6907,2935.40266
2775.55303,2365.35063
2716.97856,3200.58695
2767.93954,2362.0534
2714.72884,3196.29224
5169.99382,2677.3981
4471.03446,2541.30959
4480.90759,2523.07859
2711.26299,3199.96242
1343.69554,1832.80876
2739.54073,3179.75852
1343.27794,1803.69059
3088.18854,1901.06498
1317.46113,1784.8405
1732.15467,4340.61736
1347.27308,1817.94168
1348.36445,1806.85356
4256.90237,2588.09406
1349.78434,1809.92959
4246.08861,2572.68509
4236.78583,2567.36208
1338.57905,1817.2354
4246.41441,2562.73325
4243.63841,2573.07325
4240.46999,2569.01173
1338.32254,1823.52464
1382.19062,1804.23166
2710.24077,2506.97871
1367.06067,1793.83764
2705.04657,2497.01614
5122.47606,2685.26395
5099.87508,2694.25304
2340.87681,3539.67106
2338.43995,3531.09197
2333.4149,3518.72991
5739.7751,2901.26556
5724.62344,2885.35757
5712.84302,2889.40641
2679.15767,3250.258
1486.397,5166.64208
2668.34019,3254.99445
1476.64379,5167.37849
1488.21041,5168.1451
1485.22017,5169.65663
3281.43075,1804.78878
4334.51551,2516.25833
1485.63072,5158.2961
3780.90584,2471.60077
3773.89697,2481.96643
2923.44168,2387.24073
3770.55387,2475.55378
2917.09074,2408.95515
2916.56348,2407.42725
4162.11446,2550.70666
4156.69318,2555.09834
3296.45008,1793.8291
2807.72747,2234.7375
2808.73174,2240.51937
2203.61391,3682.5117
4311.6733,2556.46616
4311.76381,2549.97971
4307.34735,2552.97687
4964.13276,2569.07913
4953.13238,2600.01441
4964.45455,2586.97379
5031.57344,2668.72462
4923.07869,2566.44358
2250.16445,3631.53965
2160.10872,3462.2962
2155.05266,3464.96773
2256.99691,3631.37053
2257.38747,3619.88182
2262.41898,3620.54184
2262.30413,3616.73854
2256.26731,3648.89662
3668.95164,2453.32486
895.27885,1723.89636
898.27105,1732.36997
2270.92405,3636.26723
911.45167,1712.85475
2036.25912,3877.75932
2013.45358,3875.51204
2553.72026,3324.19554
2561.28555,3323.17876
2560.29762,3319.97468
1905.46068,2164.51755
1913.53862,2160.75466
1574.64733,4767.38894
465.39122,1082.32622
3364.92869,2610.09991
3361.6796,2611.12417
3358.11854,2601.99493
4748.75095,2533.9074
4760.67904,2547.53302
3371.74745,2603.62993
3361.11594,2611.92334
1852.07009,4137.3653
3363.15849,2607.29865
1961.03516,2176.26035
3363.49976,2613.96433
606.49685,1640.67101
2699.71549,3202.63507
629.37689,1609.46307
604.7657,1611.99564
2698.41104,3195.05833
5213.41276,2699.30741
5213.05361,2696.96724
3333.98212,2684.75825
3318.17841,2673.05981
2356.11189,2322.63701
1703.77292,4401.43403
2357.48128,2321.74542
1703.93849,4393.06409
2360.86961,2322.07723
1696.65248,4405.20207
4293.52166,2501.65161
3277.80728,2778.78431
4283.42953,2495.6161
3265.1128,2755.37837
1537.87012,1939.44116
3253.2286,2755.50969
1542.78332,1902.94527
4294.34882,2501.47736
2159.46432,2254.45836
3279.688,2738.16941
4624.54126,2568.48406
3696.30783,631.70255
4627.82223,2562.32844
1926.06731,4027.05196
1935.12449,4024.51483
1936.96943,4009.1717
2164.87253,2239.01413
1430.54891,1858.09742
1417.84268,1864.34268
1494.31474,5823.07585
1504.68349,5822.92891
2117.37061,3556.25831
2107.34347,3547.84758
2402.07168,3048.81863
2401.85586,3048.88569
1963.62451,2169.16775
1935.01524,2168.62954
1920.55353,2166.83629
4768.20626,2585.71583
1934.04836,2164.46207
4770.56929,2582.72534
4777.59847,2590.989
5190.14931,2649.25599
3123.48136,2941.28748
2378.57872,3092.83886
3113.79336,2943.84296
3125.71825,2945.03438
3125.6486,2946.44893
3128.34257,2950.07458
500.00598,1265.21624
3126.20158,2938.33217
5319.71994,2735.07055
5330.37829,2768.0635
1063.04096,1722.89177
3133.56424,2954.38097
1061.0229,1734.69821
1042.53007,1751.10447
1059.34933,1761.33756
3124.76744,2942.88665
3110.06731,2944.89338
3125.66021,2943.60673
3111.15473,2943.32891
1868.35435,3888.73847
3128.00985,2939.89592
1908.69948,3919.97479
3130.78509,2932.48793
1948.71227,3876.76321
3510.35254,1551.43678
3504.18644,1552.96551
2425.13693,2337.47592
3495.06177,1565.88958
4791.57518,2601.25598
2422.98547,2344.39761
3499.82028,1554.86363
4787.86871,2594.81561
2427.3776,2337.8762
3493.78581,1547.80919
4787.67208,2584.33693
1927.9302,2171.82612
3493.95035,1573.25436
4789.03444,2594.67239
1933.58997,2173.81396
4792.74164,2606.06743
2003.13367,3740.87819
2008.75315,3744.74457
1589.42413,4812.963
4126.67824,2563.68863
1848.21631,4124.06153
4123.27665,2566.93953
1853.75334,4135.69921
4120.81524,2567.50649
2204.52662,3679.52611
4109.0032,2540.37379
2106.48803,3753.8583
2072.22536,3802.47752
1835.99014,4020.21883
5176.09558,2709.07292
5166.21112,2706.79484
5368.19648,2773.21549
2017.23392,3654.69615
2044.56306,3645.92365
1793.2898,2098.30771
1788.36045,2101.64597
1187.77736,1751.10651
1197.64659,1749.50204
557.51545,1488.13911
551.21906,1481.70323
2478.6901,3395.73256
519.44997,1519.96525
569.71801,1505.48466
659.79698,1590.27566
1686.81272,4582.85558
2353.83631,3530.55921
546.05261,1498.37431
2355.40213,3534.97028
566.71384,1507.03639
2350.80846,3518.88368
4925.96408,2623.91645
4935.73517,2626.79363
4934.14681,2628.09306
4935.36758,2620.54543
4906.22284,2622.04701
3277.52322,2442.57584
3286.43529,2418.18545
3261.22711,2430.0818
4940.9072,2625.19669
4931.06805,2627.01848
3587.18094,2450.8463
2331.92628,3156.43977
3140.73174,1857.07869
3590.09553,2434.64615
2309.23859,3152.2867
3131.7426,1836.95918
562.98772,1486.43728
3137.6081,1843.01919
517.48174,1428.98073
2338.82285,3168.97319
3139.47651,1835.82985
3142.57625,1847.75903
4029.53129,2532.75013
3128.43026,1841.5146
3471.80422,1193.53374
2180.14545,3688.73053
5781.20459,3046.08191
2193.82744,3680.39187
3118.63897,2406.385
2484.55469,3385.12398
3126.94006,2417.04038
4749.82294,2524.37875
2193.73307,3684.38849
4762.16614,2529.01493
2184.506,3686.95856
4758.85128,2533.02734
4757.49056,2525.78797
1630.05905,4552.53472
1638.23278,4542.9208
1634.24951,4532.20859
3373.27044,2571.12931
3381.25826,2578.74228
2177.35011,3481.0324
3658.82238,697.05302
1496.78429,5046.40914
4099.67055,2489.86409
1504.02844,5050.14548
4110.04719,2489.24956
1503.38901,5023.5898
2656.48253,2605.50255
2656.80043,2613.21727
2939.13351,2405.29955
3846.94531,2479.56665
2917.6508,2411.41761
3865.43059,2440.52267
5076.32893,2662.33068
1479.55121,5289.53145
2397.70186,2334.97576
2395.20439,2329.68465
3498.09058,1378.28799
2391.10399,2337.11436
1490.3255,5288.5274
1493.12568,5286.86641
1487.86051,5282.12506
1493.39796,5283.47495
2934.68603,2426.31519
2924.16161,2403.44272
2921.21951,2406.64584
2907.87258,2411.12019
3090.27668,2959.88627
1543.62056,4878.64248
1804.39653,4128.48111
3100.70089,2970.38503
1540.59062,4877.47562
1813.0295,4137.44553
1546.19377,4874.31242
1534.9746,4875.13767
1533.73032,4869.79271
1556.32395,5196.20464
1523.99882,5087.13561
4313.03775,2548.01253
4315.99782,2553.10547
4344.27476,2560.03925
1685.74644,4489.89322
3482.82735,1436.22991
1662.4919,4491.88118
3164.29608,2899.11802
3166.64222,2901.42734
2396.69435,3131.41095
3153.71098,2903.14678
2362.60032,3112.04991
3141.07402,2884.13514
5216.57407,2730.7242
5209.55045,2719.55594
5212.7788,2718.04852
4959.24097,2632.86454
5207.66044,2710.72803
4743.99383,2537.74149
4726.77521,2524.74637
4750.74111,2539.10255
4970.05662,2628.56381
5213.63474,2726.01879
